Seconds	Time	Lux	CLA	CS	Activity
3422874360.000000	41078.393056	41.925383	51.634882	0.168921	0.041274
3422874540.000000	41078.395139	34.228976	40.903657	0.144037	0.281233
3422874720.000000	41078.397223	5.139458	4.607646	0.026086	0.106948
3422874900.000000	41078.399306	4.010825	4.507703	0.025613	0.249112
3422875080.000000	41078.401389	2.250055	2.491472	0.015558	0.142976
3422875260.000000	41078.403473	0.000000	0.000000	0.000000	0.418301
3422875440.000000	41078.405556	0.000000	0.000000	0.000000	0.364186
3422875620.000000	41078.407639	0.000000	0.000000	0.000000	0.542647
3422875800.000000	41078.409723	0.000000	0.000000	0.000000	0.038212
3422875980.000000	41078.411806	0.000000	0.000000	0.000000	0.034883
3422876160.000000	41078.413889	0.000000	0.000000	0.000000	0.034883
3422876340.000000	41078.415973	0.000000	0.000000	0.000000	0.034883
3422876520.000000	41078.418056	0.000000	0.000000	0.000000	0.034883
3422876700.000000	41078.420139	0.000000	0.000000	0.000000	0.031200
3422876880.000000	41078.422223	0.000000	0.000000	0.000000	0.031200
3422877060.000000	41078.424306	0.000000	0.000000	0.000000	0.031200
3422877240.000000	41078.426389	0.000000	0.000000	0.000000	0.034883
3422877420.000000	41078.428473	0.000000	0.000000	0.000000	0.034883
3422877600.000000	41078.430556	0.000000	0.000000	0.000000	0.031200
3422877780.000000	41078.432639	0.000000	0.000000	0.000000	0.034883
3422877960.000000	41078.434723	0.000000	0.000000	0.000000	0.034883
3422878140.000000	41078.436806	0.000000	0.000000	0.000000	0.034883
3422878320.000000	41078.438889	0.000000	0.000000	0.000000	0.034883
3422878500.000000	41078.440973	0.000000	0.000000	0.000000	0.034883
3422878680.000000	41078.443056	0.000000	0.000000	0.000000	0.046800
3422878860.000000	41078.445139	0.000000	0.000000	0.000000	0.034883
3422879040.000000	41078.447223	0.000000	0.000000	0.000000	0.034883
3422879220.000000	41078.449306	0.000000	0.000000	0.000000	0.034883
3422879400.000000	41078.451389	0.000000	0.000000	0.000000	0.085445
3422879580.000000	41078.453473	0.000000	0.000000	0.000000	0.184582
3422879760.000000	41078.455556	0.000000	0.000000	0.000000	0.622243
3422879940.000000	41078.457639	0.000000	0.000000	0.000000	0.377314
3422880120.000000	41078.459723	0.000000	0.000000	0.000000	0.034883
3422880300.000000	41078.461806	0.000000	0.000000	0.000000	0.034883
3422880480.000000	41078.463889	0.000000	0.000000	0.000000	0.034883
3422880660.000000	41078.465973	0.000000	0.000000	0.000000	0.034883
3422880840.000000	41078.468056	0.000000	0.000000	0.000000	0.034883
3422881020.000000	41078.470139	0.000000	0.000000	0.000000	0.044123
3422881200.000000	41078.472223	0.000000	0.000000	0.000000	0.119826
3422881380.000000	41078.474306	0.000000	0.000000	0.000000	0.152050
3422881560.000000	41078.476389	0.000000	0.000000	0.000000	0.114636
